id,nome,nivel,sexo,tipos,movimentos,habilidade,natureza,cur_hp,stats,imagem,legendario,mitico,geracao,danos
324,torkoal,1,male,['fire'],"['sacred-fire', 'flame-wheel']",white-smoke,serious,70,"[70, 85, 140, 70, 85, 20]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
325,spoink,1,genderless,['psychic'],"['future-sight', 'role-play']",own-tempo,quirky,60,"[60, 25, 35, 80, 70, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
326,grumpig,1,female,['psychic'],"['agility', 'imprison']",gluttony,bashful,80,"[80, 45, 65, 110, 90, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
327,spinda,1,female,['normal'],"['attract', 'conversion']",own-tempo,serious,60,"[60, 60, 60, 60, 60, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
328,trapinch,1,male,['ground'],"['dig', 'bone-rush']",arena-trap,hardy,45,"[45, 100, 45, 45, 45, 10]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'water', 'ice'], 'recebe_dano_metade': ['rock', 'poison'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug'], 'causa_dano_zero': ['flying']}"
329,vibrava,1,genderless,"['ground', 'dragon']","['dragon-rush', 'sand-attack']",levitate,serious,50,"[50, 70, 50, 50, 50, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'fairy', 'grass', 'dragon', 'ice'], 'recebe_dano_metade': ['water', 'grass', 'rock', 'poison', 'fire', 'electric'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'dragon', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel'], 'causa_dano_zero': ['fairy', 'flying']}"
330,flygon,1,female,"['ground', 'dragon']","['fissure', 'mud-sport']",levitate,hardy,80,"[80, 100, 80, 80, 80, 100]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'fairy', 'grass', 'dragon', 'ice'], 'recebe_dano_metade': ['water', 'grass', 'rock', 'poison', 'fire', 'electric'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'dragon', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel'], 'causa_dano_zero': ['fairy', 'flying']}"
331,cacnea,1,female,['grass'],"['cotton-spore', 'absorb']",sand-veil,hardy,50,"[50, 85, 40, 40, 85, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,False,False,generation-iii,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
332,cacturne,1,female,"['grass', 'dark']","['leaf-storm', 'giga-drain']",water-absorb,hardy,70,"[70, 115, 60, 60, 115, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'poison', 'fighting', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ghost', 'water', 'dark', 'grass', 'ground', 'electric'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'water', 'psychic', 'rock', 'ground'], 'causa_dano_metade': ['steel', 'dark', 'fairy', 'grass', 'poison', 'dragon', 'fighting', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
333,swablu,1,genderless,"['normal', 'flying']","['harden', 'tackle']",natural-cure,serious,45,"[45, 40, 60, 75, 40, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting', 'rock', 'ice', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass'], 'recebe_dano_zero': ['ghost', 'ground'], 'causa_dano_duplo': ['fighting', 'bug', 'grass'], 'causa_dano_metade': ['rock', 'steel', 'electric'], 'causa_dano_zero': ['ghost']}"
334,altaria,1,genderless,"['dragon', 'flying']","['peck', 'bounce']",natural-cure,bashful,75,"[75, 70, 90, 105, 70, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'rock', 'dragon', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'fire', 'bug', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['fighting', 'bug', 'grass', 'dragon'], 'causa_dano_metade': ['rock', 'steel', 'electric'], 'causa_dano_zero': ['fairy']}"
335,zangoose,1,female,['normal'],"['leer', 'pay-day']",immunity,serious,73,"[73, 115, 60, 60, 60, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
336,seviper,1,male,['poison'],"['poison-powder', 'poison-jab']",shed-skin,hardy,73,"[73, 100, 60, 60, 100, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ground', 'psychic'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass'], 'causa_dano_metade': ['rock', 'ground', 'poison', 'ghost'], 'causa_dano_zero': ['steel']}"
337,lunatone,1,female,"['rock', 'psychic']","['rock-polish', 'rock-blast']",levitate,hardy,90,"[90, 55, 65, 85, 95, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'water', 'steel', 'dark', 'grass', 'fighting', 'ground', 'bug'], 'recebe_dano_metade': ['psychic', 'poison', 'fighting', 'fire', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['poison', 'fighting', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['fighting', 'steel', 'psychic', 'ground'], 'causa_dano_zero': ['dark']}"
338,solrock,1,genderless,"['rock', 'psychic']","['reflect', 'cosmic-power']",levitate,serious,90,"[90, 95, 85, 65, 55, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'water', 'steel', 'dark', 'grass', 'fighting', 'ground', 'bug'], 'recebe_dano_metade': ['psychic', 'poison', 'fighting', 'fire', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['poison', 'fighting', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['fighting', 'steel', 'psychic', 'ground'], 'causa_dano_zero': ['dark']}"
339,barboach,1,male,"['water', 'ground']","['surf', 'aqua-ring']",anticipation,bashful,50,"[50, 48, 43, 41, 46, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'water', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'poison', 'rock', 'ice', 'fire'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'ground', 'electric'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'bug'], 'causa_dano_zero': ['flying']}"
340,whiscash,1,female,"['water', 'ground']","['earth-power', 'octazooka']",hydration,quirky,110,"[110, 78, 73, 71, 76, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'water', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'poison', 'rock', 'ice', 'fire'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'ground', 'electric'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'bug'], 'causa_dano_zero': ['flying']}"
341,corphish,1,male,['water'],"['aqua-jet', 'whirlpool']",adaptability,quirky,43,"[43, 80, 65, 35, 50, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
342,crawdaunt,1,genderless,"['water', 'dark']","['beat-up', 'crunch']",shell-armor,serious,63,"[63, 120, 85, 55, 90, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'grass', 'fighting', 'bug', 'electric'], 'recebe_dano_metade': ['ghost', 'water', 'steel', 'dark', 'ice', 'fire'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic', 'rock', 'fire', 'ground'], 'causa_dano_metade': ['water', 'dark', 'fairy', 'grass', 'dragon', 'fighting'], 'causa_dano_zero': []}"
343,baltoy,1,male,"['ground', 'psychic']","['spikes', 'earthquake']",levitate,serious,40,"[40, 40, 55, 70, 40, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'water', 'dark', 'grass', 'ice', 'bug'], 'recebe_dano_metade': ['rock', 'fighting', 'poison', 'psychic'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fighting', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel', 'psychic'], 'causa_dano_zero': ['dark', 'flying']}"
344,claydol,1,male,"['ground', 'psychic']","['bone-rush', 'rest']",levitate,bashful,60,"[60, 70, 105, 120, 70, 75]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'water', 'dark', 'grass', 'ice', 'bug'], 'recebe_dano_metade': ['rock', 'fighting', 'poison', 'psychic'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fighting', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug', 'steel', 'psychic'], 'causa_dano_zero': ['dark', 'flying']}"
345,lileep,1,female,"['rock', 'grass']","['power-whip', 'frenzy-plant']",storm-drain,bashful,66,"[66, 41, 77, 87, 61, 23]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'poison', 'fighting', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'grass', 'poison', 'electric', 'fire', 'ground', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'rock', 'ice', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fighting', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_zero': []}"
346,cradily,1,genderless,"['rock', 'grass']","['worry-seed', 'mega-drain']",storm-drain,quirky,86,"[86, 81, 97, 107, 81, 43]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'poison', 'fighting', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'grass', 'poison', 'electric', 'fire', 'ground', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'rock', 'ice', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fighting', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_zero': []}"
347,anorith,1,genderless,"['rock', 'bug']","['twineedle', 'silver-wind']",battle-armor,serious,45,"[45, 95, 50, 50, 40, 75]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'rock', 'fighting', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['grass', 'poison', 'fighting', 'fire', 'ground', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['psychic', 'dark', 'grass', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': []}"
348,armaldo,1,male,"['rock', 'bug']","['pin-missile', 'defend-order']",swift-swim,bashful,75,"[75, 125, 100, 80, 70, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,False,False,generation-iii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'rock', 'fighting', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['grass', 'poison', 'fighting', 'fire', 'ground', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['psychic', 'dark', 'grass', 'ice', 'fire', 'bug', 'flying'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': []}"
349,feebas,1,female,['water'],"['water-pulse', 'whirlpool']",swift-swim,docile,20,"[20, 15, 20, 55, 10, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
350,milotic,1,male,['water'],"['withdraw', 'dive']",cute-charm,bashful,95,"[95, 60, 79, 125, 100, 81]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,False,False,generation-iii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
351,castform,1,female,['normal'],"['rapid-spin', 'snore']",forecast,hardy,70,"[70, 70, 70, 70, 70, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
352,kecleon,1,genderless,['normal'],"['double-team', 'double-slap']",color-change,hardy,60,"[60, 90, 70, 120, 60, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
353,shuppet,1,female,['ghost'],"['confuse-ray', 'shadow-claw']",frisk,docile,44,"[44, 75, 35, 33, 63, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'dark'], 'recebe_dano_metade': ['bug', 'poison'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['dark'], 'causa_dano_zero': ['normal']}"
354,banette,1,genderless,['ghost'],"['shadow-force', 'lick']",insomnia,serious,64,"[64, 115, 65, 63, 83, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'dark'], 'recebe_dano_metade': ['bug', 'poison'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['dark'], 'causa_dano_zero': ['normal']}"
355,duskull,1,female,['ghost'],"['spite', 'night-shade']",frisk,serious,20,"[20, 40, 90, 90, 30, 25]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'dark'], 'recebe_dano_metade': ['bug', 'poison'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['dark'], 'causa_dano_zero': ['normal']}"
356,dusclops,1,male,['ghost'],"['shadow-sneak', 'grudge']",pressure,serious,40,"[40, 70, 130, 130, 60, 25]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'dark'], 'recebe_dano_metade': ['bug', 'poison'], 'recebe_dano_zero': ['fighting', 'normal'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['dark'], 'causa_dano_zero': ['normal']}"
357,tropius,1,male,"['grass', 'flying']","['magical-leaf', 'giga-drain']",solar-power,serious,99,"[99, 68, 83, 87, 72, 51]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,False,False,generation-iii,"{'recebe_dano_duplo': ['poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['water', 'grass', 'rock', 'fighting', 'ground', 'bug'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': []}"
358,chimecho,1,female,['psychic'],"['heart-swap', 'amnesia']",levitate,bashful,75,"[75, 50, 80, 90, 95, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,False,False,generation-iii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
359,absol,1,male,['dark'],"['feint-attack', 'taunt']",super-luck,bashful,65,"[65, 130, 60, 60, 75, 75]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,False,False,generation-iii,"{'recebe_dano_duplo': ['fairy', 'fighting', 'bug'], 'recebe_dano_metade': ['ghost', 'dark'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['fairy', 'fighting', 'dark'], 'causa_dano_zero': []}"
